index,sentence_id,audio,syllabary,phonetic,english,source,speaker,notes
254,abccd087f178,Sentence_for_entry_0247.wav,*ᎠᏤᎵᏍᏛ* ᏚᏢᏅ ᎠᏂᏥᎸᏍᎩ.,*à:jé:lì:sdv̋:* dù:hlv̂:nv́ ani:ji:lv̋:sgi,She put flowers on the *grave.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
255,02d2da5c7e37,Sentence_for_entry_0248.wav,ᎠᏴᏫᏯ *ᎠᏤᎸᏍᎦ.*,ayv:wiyá *à:je:lv:sga*,He’s *acting like* an Indian.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
256,23285d31b14a,Sentence_for_entry_0249.wav,*ᎠᏤᏍᏙ* ᎦᎾᎥ ᎠᎾᏁᎯᎲ ᎠᏂᏧᏣ.,*aje:sdó* ganá’v̋: à:ná:hne:hihv́ ani:chű:ja,The boys were wrestling on the *mattress.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
257,41c69e99586f,Sentence_for_entry_0250_01.wav,ᎦᏙᎯ *ᎠᏤᏫᎠ* ᎠᎹ.,ga:dő:hi *à:je:wí’a* ama,*He’s spilling* water on the ground.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
258,b17cc8a373f9,Sentence_for_entry_0250_02.wav,ᏥᏈᏍᏗ ᎠᏕᎳ ᏱᏚᎭ‚ *ᏓᏤᏫᏍᎪᏊ.*,tsgwi̋:sdi adě:la yidű:ha *dà:je:wî:sgó:gwu*,When he’s got a lot of money‚ *he just wastes it.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
259,e3315951867a,Sentence_for_entry_0251.wav,*ᎠᏥᎳ* ᎠᎲ ᎠᎾᏕᏲᎰ ᎠᎾᎵᏍᎩᏍᎬ ᎦᏘᏲᎢ.,*ajǐ:lá* à:hv̋ à:na:dé:yohó à:nalsgî:sgv̋ ga:tí:yő:’i,At the stomp grounds‚ they dance around the *fire.*,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
260,703235433c9a,Sentence_for_entry_0252.wav,ᎠᎹᏱ ᎡᎯ ᎠᏥᎳ ᎢᎩᏯᎷᎦ.,amǎ:yí e̋:hi *ajǐ:la* ì:gi:hyálù:ga,Let’s go look for some watercress.,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
261,fdbe25c426aa,Sentence_for_entry_0253.wav,*ᎠᏥᎳ ᎨᏠᎯ* ᎤᏬᏂᏒ ᏓᎾᏠᏍᎬᎢ.,*ajǐ:la ge̋:hlohi* ù:wó:ni:sv́ dà:nadlosgv̋:’i,A *Catholic* spoke at the meeting.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
262,ccb791432197,Sentence_for_entry_0254.wav,*ᎠᏥᎳ ᎪᏢᏗ* ᏍᎩᏗᏏ.,*ajǐ:la gő:hlvhdi* sgidì:si,Give me a *match.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
263,7ee35c7855a8,Sentence_for_entry_0255.wav,*ᎠᏥᎸᎯ* ᏭᏗᏅᏒ ᏥᏃᏍᎦ.,*aji:lv̋:hi* wù:di:nv̂:sv́ chino:sga,He threw coal *into the fire.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
264,820199eb779d,Sentence_for_entry_0256.wav,ᎪᎨᏱ *ᎠᏂᏥᎸᏍᎪ* ᎠᏂᏥᎸᏍᎩ.,go:ge̋:yi *à:ni:ji:lv:sgó* ani:ji:lv̋:sgi,Flowers *bloom* in the spring.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
265,a9d36aa067ad,Sentence_for_entry_0257.wav,*ᎠᏂᏥᎸᏍᎩ* ᏚᏅᏏ ᎩᎶᎢ.,*ani:ji:lv̋:sgi* dù:nv̂:si kilő:’i,Someone gave her some *flowers.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
266,df83bce07c4d,Sentence_for_entry_0258.wav,*ᎠᏥᎾ* ᏂᎪᎯᎸ ᎢᏤ ᎨᏐᎢ.,*ajina* nigo:hí:lv̋: ije̋: gè:só:’i,A *cedar* is always green.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
267,791b46c69875,Sentence_for_entry_0259.wav,ᎠᏥᎳ ᎪᏢᏗ ᎬᏗ *ᎤᏥᏍᎳᏅᎢ* ᎪᎩᏍᏗ.,ajǐ:l gő:hlvhdí gv̋hdi *ù:jí:slanv́* gő:ksdi,*He lit* the cigarette with a match.,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
268,b547a87ee8c2,Sentence_for_entry_0260.wav,ᎧᏫ ᎤᏗᏞᎩ *ᎠᏦᏔᏍᎦ.*,kǎ:hwi u:di̋:hlegi *à:jó:tasga*,*He’s blowing* on the hot coffee.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
269,b1ce91a760c3,Sentence_for_entry_0261.wav,ᏑᏓᎵ ᎢᏳᏩᏂᎸ ᏑᎾᎴ *ᏕᎯᏨᏍᏔᏅᎢ.*,sǔ:dáli iyúwa:hnilv̋ suna:le̋ *de:híjv:stanv́:’i*,*Turn on the lights* at six o’clock in the morning.,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
270,5bd6b05b20ba,Sentence_for_entry_0262.wav,ᎤᎾᎦᎸᎭ‚ ᎠᎾᎦᎵᏍᎩ *ᏗᏨᏍᏗ* ᏚᏠᏒᎢ.,ù:nâ:galv̋:ha anà:galǐ:sgi *di:jv̋:sdi* dùhdlo:sv̌:’i,When the lightning flashed‚ the electric *lights* went out.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
271,b100eb91138e,Sentence_for_entry_0264.wav,*ᎠᎧᏁᏍᏗ* ᎠᏥᏁᎸ ᏗᏓᏂᏱᏍᎩ.,*akané:sdi* à:ji:ně:lv́: di:da:niyi̋:sgi,The policeman was given a *badge*.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
272,f11177163ed9,Sentence_for_entry_0265.wav,*ᎠᎧᏍᎨᏂ* ᎤᏪᎯᏍᏓᏁᎸ ᎤᏅᏣ.,*akasge̋:ni* ù:wehisdâ:ně:lv́: u:nv̋:ja,He hurt *his hip* when he fell.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
273,45a14767dbb5,Sentence_for_entry_0266.wav,ᏩᎦ ᏱᏚᎪᎭ *ᏓᎨᎮᎪᎢ*.,wahga yidú:gő:ha *dà:ke:hê:gó:’i*,When the dog sees cows‚ *he chases them*.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
274,8748f0c1e350,Sentence_for_entry_0267.wav,ᎭᏢ ᎢᏴ ᎪᏢ *ᎠᎩᏠᏒᏍᏗᎢ?*,ha:hlv̋ iyv̋: gohlv́: *akihlosv̀:sdi̋:’i*,Where are the *stairs?*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
275,54d6b20685c9,Sentence_for_entry_0268.wav,ᏔᎵ ᏗᎦᏆᏘ *ᎤᎩᎸᏙᏗ* ᎤᎸᏉᏗ.,tá’li diga̋:gwati *u:kilv̀:dohdi̋:* u:lv̌:kwdi,He likes to ride *a bicycle.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
276,79b4698681fd,Sentence_for_entry_0269.wav,ᎠᎦᎾᎦᏘ *ᏗᎩᏍᏗ* ᏚᏁᎸ ᎤᏢᎩ.,agánakti *di̋:kisdi* dù:hne:lv́ u:dlv̋:gi,The doctor gave the patient some *pills.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
277,ed74fe9d359c,Sentence_for_entry_0270.wav,ᏥᏴᏤᏂ ᎠᏇᎯᏍᏓᏁᎲ ᎢᏳᏍᏗ ᏎᎦᏨ *ᏥᎩᏍᎦ.*,jì:yvhje̋:ni à:gwe:hisdâ:ne:hv̋ iyű:sdi se:ga:jv̋: *jígisga*,*I am* barely *swallowing* because my throat hurts.,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
278,c957fc07d9ad,Sentence_for_entry_0271.wav,ᎠᎩᏳᏍᎨ *ᎠᎩᎪᎲ* ᎦᎶᎯᏍᏗ ᏭᏜᏅᏛᎢ.,*akiyu:sge̋:* à:gigo:hv́ galohisdi̋: wǔ:dlánv:dv̋:’i,I saw an *elbow* through an opening in the door.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
279,465abc2ddc2c,Sentence_for_entry_0272.wav,*ᏗᎩᏳᏍᎨᏂ* ᏗᎦᏓᎭ ᏂᏚᎵᏍᏔᏅ ᎤᏓᎾᏏᏅᏌ.,*di:kiyu:sge̋:ni* di:ga:da:ha̋: nidù:lstanv́ u:dansí:nv̋:sa,*His elbows* got dirty when he crawled.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
280,85099d195536,Sentence_for_entry_0273.wav,ᎠᏂᏥᎸᏍᎩ ᏧᏩᎪᏗ *ᎠᎪᏕᎠ.*,ani:ji:lv̋:sgi juwa:kohdi̋: *à:ko:dé’a*,*She’s shovelling* a place to set out flowers.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
281,54db81f86493,Sentence_for_entry_0274.wav,*ᎠᎪᏕᏍᏗ* ᎫᎭᏟᏗ ᎪᏢᏍᎦ.,*ako:de̋:sdi* gű:halhdi go:hlv:sga,He’s making a handle for a *shovel.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
282,6cc8bb99183f,Sentence_for_entry_0275.wav,ᎠᎦᏘᏏ ᏗᏜ ᏭᏞᏒ ᎠᏂᏐᎢᏃ *ᎠᎦᏍᎦᏂ* ᏗᏜ ᏭᎾᏞᏒᎢ.,aktǐ:si dí:dla wù:dlé:sv́ ani̋:so’íhnó: *aksganí* dí:dla wù:nadlé:sv̌:’i,He turned right but the others turned *left.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
283,dc595e5677c8,Sentence_for_entry_0276.wav,ᎯᎠ ᎠᎳᏍᎦᎵᏍᎩ *ᎠᎦᏍᎦᏂᏓ.*,hi’a alà:sgali̋:sgi *aksgani̋:da*,This ball player is *left-handed.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
284,90b48ef60cdf,Sentence_for_entry_0277.wav,ᎦᏅᎯᏓ ᎠᎦᏐᏍᎬ *ᎠᎦᏐᏍᎪ* ᎠᎹ ᏳᏁᎩᏎᎾ.,ganv:hi̋:da à:ksô:sgv̋: *à:ksô:sgó:* ama yu:né:gì:se̋:na,*He goes down a* long *hill* when he goes after water.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
285,92aab85b9046,Sentence_for_entry_0277.wav,ᎦᏅᎯᏓ ᎠᎦᏐᏍᎬ *ᎠᎦᏐᏍᎪ* ᎠᎹ ᏳᏁᎩᏎᎾ.,ganv:hi̋:da à:ksô:sgv̋: *à:ksô:sgó:* ama yu:né:gì:se̋:na,*He goes down a long *hill* when he goes after water.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
286,5055141d975b,Sentence_for_entry_0278.wav,*ᎠᎦᏐᏍᎬ* ᏭᏩᏌᏙᏴ ᏓᏆᎴᎳ.,*à:ksô:sgv̋:* wù:wa:sadô:hyv́ dagwalé:la,He pushed the car *down hill.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
287,5a5d180027f3,Sentence_for_entry_0279.wav,*ᎠᎦᏔ* ᎠᏰᎸᎯ ᎠᎧᎿ ᏌᏆᎦᏘ.,*akta* aye:lv̋:hi à:kahna sà:gwákt’i,He has one artificial *eye.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
288,260390da6a10,Sentence_for_entry_0280.wav,*ᎯᎦᏔᎭᏍ* ᏣᎳᎩ ᏣᏬᏂᎯᏍᏗ?,*hiktahás* jalagi jawonǐ:hísdi,*Do you know how* to speak Cherokee?,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
289,73d36f297af5,Sentence_for_entry_0281.wav,ᎦᎪ *ᎠᎦᏔᎯ* ᏄᎵᏍᏔᏂᏙᎸᎢ?,gá:go *áktahi* nù:lstanǐ:dô:lv̋:’i,Who is a *witness* to what happened?,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
290,ce018700a03a,Sentence_for_entry_0282.wav,ᎯᎠ ᎠᏍᎦᏯ ᎤᏙᎯᏳ *ᎠᎦᏔᎿᎢ.*,hi’a asgaya udohíyű: *áktahna’i*,This man is very *knowledgeable.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
291,be7a1b1bdd1d,Sentence_for_entry_0283_01.wav,ᎩᎶ ᎤᏯᏂᏍᎬ ᎤᏛᎦᎾ *ᎤᎦᏔᎲᏒᎢ.*,kilő: ù:hyanísgv̋: ù:tv̋:gà:na *ù:ktahv́:sv̌:’i*,When he heard someone calling him‚ *he turned around.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
292,5f1399cc6b4d,Sentence_for_entry_0283_02.wav,ᏫᏄᎷᏨᎾᏊ ᎤᎦᏔᎲᏍᏗ ᎤᏚᎸᎲᎢ.,winú:luhjv̋:nagwu u:ktahv:sdi̋: ù:du:lv:hv̌:’i,He wanted to turn back before he got there.,Cherokee Dictionary 1975 Durbin Feeling,,
293,c48b4eac3739,Sentence_for_entry_0284.wav,Ꮎ ᎠᏧᏣ ᎠᎨᏳᏣ *ᎠᎦᏔᏍᏓᏁᎭ.*,ná achű:ja age:hyű:ja *à:kta:sdâ:ne:ha*,The boy *is winking* at the girl.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
294,f6466ae7ad4c,Sentence_for_entry_0285.wav,ᏅᏯ ᎨᏗ *ᎤᎦᏖᎷᏅ* ᎠᏧᏣ.,nv̀:ya gv̋hdi *ù:kte:lu:hnv́* achű:ja,*He hit* the boy *in the eye* with a rock.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
295,4b3e2abaeb5e,Sentence_for_entry_0286.wav,ᎤᏬᏚᎯ ᎨᏐ *ᎠᎦᏖᎾᏍᏗ* ᎪᎨᏱ.,uwo:dű:hi gè:só: *aktě:nâ:sdi* go:ge̋:yi,The *scenery* is pretty in the spring.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
296,e64718908fab,Sentence_for_entry_0287.wav,Ꮭ ᎪᎱᏍᏗ ᏯᏆᏚᎵ. *ᏥᎦᏖᏃᎵᏙᎭᏊ.*,hla go:hű:sdi yagwádulí *jigà:tě:nó:li:dó:hagwu*,I don’t want anything. *I’m just looking around.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
297,3399512b499e,Sentence_for_entry_0288.wav,ᏦᎳᏂ *ᎠᎦᏘᎭ* ᎩᎶᎢ.,jő:lani *à:kti:ha* kilő:’i,Someone *is peeking* through the window.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
298,4ecf9320f4c1,Sentence_for_entry_0289.wav,*ᎠᎦᏘᏏ* ᎬᏗ ᎤᏕᎪ ᏍᏆᏞᏍᏗ.,*aktí:si̋* gv̋hdi ù:dé:gó sgwà:hle̋:sdi,He throws a ball with *his right hand.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
299,12fa99f349a2,Sentence_for_entry_0290.wav,*ᏍᎩᎦᏘᏰᏍᏗ.* ᎩᎳᏊ ᏛᏥᎷᏥ.,*sgiktǐ:yê:sdi* kilagwu dvjíluhji,*Wait for me.* I’ll be right back.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
300,166cb9e3e515,Sentence_for_entry_0291.wav,ᎠᏕᎳ ᏗᏗ *ᎠᎦᏘᏯ* ᎠᎦᏑᏰᏒᎢ.,adě:la di:yhdi̋: *akti̋:ya* à:ga:su:yé:sv̌:’i,He has chosen to be a *guard* at the bank.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
301,55309fd8ff94,Sentence_for_entry_0292.wav,*ᎠᎦᏙᏗ* ᎤᏚᎵ ᎤᏕᏘᏱᏍᎬᎢ.,*áktohdi* ù:du:lí u:de:tiyǐ:sgv̋:’i,He wants a *telescope* for his birthday.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
302,0ad35a63662a,Sentence_for_entry_0293.wav,ᎠᏧᏣᏊ ᏥᎨᏒ *ᎤᎦᏙᎲᏒᎢ.*,achű:jagwu jigè:sv̋: *ù:ktohv́sv̋:’i*,*He became wise* when he was just a boy.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
303,b36326625c8a,Sentence_for_entry_0294.wav,ᎠᎦᏘᏏ *ᎠᎦᏙᎵ* ᏂᎪᎯᎸ ᎤᏕᏯᏙᏗᏍᎪᎢ.,aktí:si *aktő:li* nigohí:lv̋: ù:de:hyahtóhdǐ:sgó:’i,*His* right *eye* is always bothering him.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
304,2fef9c483805,Sentence_for_entry_0295.wav,ᏣᎸᏉᏗᏍ ᎠᏓᏴᎳᏛᏍᎩ *ᎭᎦᏙᏍᏙᏗ?*,jalv̌:kwdís adayv̋:ltvsgi *haktosdóhdi̋:*,Do *you* like *to watch* television?,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
305,f802c92098de,Sentence_for_entry_0296.wav,ᎢᎦᏓ ᎠᏂᏣᎳᎩ *ᎠᎦᏙᎥᎯᏍᏗ* ᎤᏂᎭ.,igá:da ani:jalagi *akto:hvhísdi* ù:ni:ha,Some Cherokees have *wisdom.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
306,bd1d5071befd,Sentence_for_entry_0297.wav,ᏎᎦᏨ ᎤᎦᏛᎴᏒ ᎤᏍᏗ ᎤᏜᏅᏛᎢ.,se:ga:jv̋: *ù:ktv́:le:sv́* usdi̋ u:dlanv́:dv̋:’i,He barely *went through* the small opening.,Cherokee Dictionary 1975 Durbin Feeling,Dennis Sixkiller,Cherokee National Treasure.
307,a574af02e0d3,Sentence_for_entry_0298.wav,ᏒᏙᏂ *ᎠᎫᎩᎠ* ᎠᎹ.,sv:do:ni̋: *à:ku:gí’a* ama,*She’s dipping* water from a bucket.,Cherokee Dictionary 1975 Durbin Feeling,Dennis Sixkiller,Cherokee National Treasure.
308,cf82b05c9438,Sentence_for_entry_0299.wav,ᎭᏢ *ᎠᎫᎩᏍᏗ?* ᎠᎹ ᎠᏆᏔᏕᎩᎠ.,ha:dlv̋: *aku:gi̋:sdi* ama à:ktade:gí:’a,Where’s the *dipper?* I’m thirsty (for water).,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
309,efca619f2fdd,Sentence_for_entry_0300.wav,ᏑᏓᎵᏍᎪᎯ ᎠᏕᎸ *ᎦᏈᏱᎭ* ᏓᏆᎴᎳ ᏏᏅᏓ.,sǔ:dálsgǒ: ade:lv̋: *gagwi:yǐ:ha* dagwalé:la si:nv̋:da,*I’m paying* sixty dollars a month for my car.,Cherokee Dictionary 1975 Durbin Feeling,Phyllis Edwards,Cherokee Nation translation specialist.
310,9388c53aa96a,Sentence_for_entry_0301.wav,ᎯᎳ ᎢᎦ *ᎯᏯᏈᏴᎡᎴ?*,hilá: i:gá *hi:yagwiyv́:’e:lé*,How much *did you pay him?*,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
311,88a2b7521826,Sentence_for_entry_0302.wav,ᏧᎩᏓᏟ ᏗᎦᏅᏗ *ᏗᏈᏍᏙ* ᏚᏂᎸᏉᏗ ᎠᏂᏣᎳᎩ.,ju:gì:dahli diga̋:nhdi *di:kwsdó* dù:ni:lv:kwdi ani:jalagi,Cherokees like feather *pillows.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
312,02780dcf9b27,Sentence_for_entry_0303_01.wav,*ᎠᎳᏍᏓᎡᏍᎬ* ᎤᏢ ᎢᎾᏓ.,*à:lâ:sda’e:sgv̋:* ù:hlv́ i:nada,He killed the snake *by tromping on it.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
313,89040a2712a2,Sentence_for_entry_0303_02.wav,ᏂᎪᎯᎸ ᏴᏫ *ᏓᎳᏍᏓᎡᏍᎪᎢ.*,nigo:hí:lv̋: yv:wi *dà:lâ:sda’e:sgó:’i*,*He* always *speaks badly of* people.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
314,5b05d7442570,Sentence_for_entry_0304.wav,ᏥᎪᏯ ᎠᏓᎾᏏᏂ. *ᎯᏯᎳᏍᏛᎥᎦ!*,tsgǒ:ya à:dansi:ni *hi:yalà:sdv’v̀:ga*,There’s a bug crawling. *Step on it!*,Cherokee Dictionary 1975 Durbin Feeling,Dennis Sixkiller,Cherokee National Treasure.
315,ee4cafb3a58c,Sentence_for_entry_0305.wav,ᎤᏬᏰᏂ ᎤᏪᎯᏍᏓᏁᎲ ᎢᏳᏍᏗ Ꮭ *ᏳᎳᏍᎦᎸᎮᎢ.*,uwò:ye̋:ni ù:we:hisdâ:ne:hv̋ iyű:sdi hla *yu:lâ:sgalv:hé:’i*,He didn’t *play ball* because his hand was hurting.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
316,6758b48c0173,Sentence_for_entry_0306.wav,ᏧᏙᏓᏋᏓ ᎠᎾᎵᏏᎾᎲᏍᏗᏍᎪ *ᎠᎾᎳᏍᎦᎵᏍᎩ.*,ju:do:dagwv̋:da à:nalsi:na:hvsdi:sgó *analà:sgali̋:sgi*,The *ballplayers* practice every day.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
317,1eb4a772e25d,Sentence_for_entry_0307.wav,ᎠᏲᎤᏟ ᎠᏍᎦᏯ ᎤᎦᏎᏍᏗ *ᎠᎳᏍᎬᏍᎪᎢ.*,ayo’ű:hli asgaya ű:ksesdi *à:lâ:sgv:sgó:’i*,A crippled man *takes a step* carefully.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
318,f2168e3d7ce3,Sentence_for_entry_0308.wav,*ᎠᎳᏑᏟᏗ* ᏚᎸᏫᏍᏓᏁᎲ ᎤᎴᏅᎲ ᏗᏘᏲᎯᎯ.,*alà:sű:lhdi* dù:lv̌:hwísdà:ne:hv̋: ù:le:nv:hv́ di:tiyő:hihi,The lawyer began working on a *law suit.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
319,830eea5c95bd,Sentence_for_entry_0309.wav,*ᏗᎳᏑᎶ* ᏧᎶᏁᏗ ᎤᏩᎨᏩ.,*di:là:su:ló* ju:lǒ:nê:di̋ ù:wa:kě:wa,He forgot to polish the *shoes.*,Cherokee Dictionary 1975 Durbin Feeling,Dennis Sixkiller,Cherokee National Treasure.
320,3a0cfb9740a2,Sentence_for_entry_0310.wav,ᎦᏄᎸᎯ ᎦᎢᏒ *ᎠᎴ* ᎢᎾᏓ ᏂᏥᏯᎳᏍᏛᏔᏅᎢ.,ganu:lv̋:hi gá:’isv̋: *ale* i:nada niji:yalâ:sdv:tánv̌:’i,As I walked along the grass‚ I *almost *stepped on a snake.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
321,5fa511cd936d,Sentence_for_entry_0311_01.wav,ᎠᏂᏍᎦᏯ *ᎠᎴ* ᎠᏂᎨᏯ ᏕᏥᎪᏩᏘᎭ.,ani:sgaya *ale* ani:gě:hyá de:jígò:wahtǐ:ha,I see men *and* women.,Cherokee Dictionary 1975 Durbin Feeling,Dennis Sixkiller,Cherokee National Treasure.
322,0507695c74f4,Sentence_for_entry_0311_02.wav,ᏤᏅᏍᏗ ᏱᏣᏚᎵ‚ *ᎠᎴ* Ꮭ ᏱᎩ ᎣᏏᏊ.,je:nv̀:sdi̋ yijadú:li̋ *ale* la yi̋gi o:sǐ:gwu,If you want to go *or* not‚ that’s just fine.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
323,5bdf728d3683,Sentence_for_entry_0312.wav,ᏔᎷᎩᏍᎩ ᎦᎨᏓ *ᎤᎴᏙᏗ* ᎤᏁᏟᏔᏅᎢ.,talu:gì:sgí ga:ge̋:da *u:lehdóhdi̋* ù:né:lhtanv:’i,He tried *to stand* a heavy piece of steel *in an upright position.*,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
324,523692fff648,Sentence_for_entry_0313.wav,ᎠᎭᏂ ᎠᏰᏟ ᎭᎴᎲᎦ.,áhani aye̋:hli *hale:hv̀:ga*,*Stand here* in the middle.,Cherokee Dictionary 1975 Durbin Feeling,Dennis Sixkiller,Cherokee National Treasure.
325,34f94601c623,Sentence_for_entry_0313.wav,ᎠᎭᏂ ᎠᏰᏟ *ᎭᎴᎲᎦ.*,áhani aye̋:hli *hale:hv̀:ga*,*Stand here* in the middle.,Cherokee Dictionary 1975 Durbin Feeling,Dennis Sixkiller,Cherokee National Treasure.
326,d50616f88d00,Sentence_for_entry_0314.wav,ᎩᎶ ᎤᏯᏂᏍᎬ ᎤᏛᎦᎾ‚ *ᎤᎴᏫᏍᏔᏅᎢ.*,kilő: ù:hyaní:sgv̋: ù:tv̋:gà:na *ù:le:hwistánv́:’i*,When he heard someone calling him‚ he *stopped.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
327,fa673fc53dc2,Sentence_for_entry_0315.wav,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*hale:hwisdohda* dagwalé:la,*Stop* the car.,Cherokee Dictionary 1975 Durbin Feeling,Phyllis Edwards,Cherokee Nation translation specialist.
328,e4958338c872,Sentence_for_entry_0316.wav,ᎯᎳᏴ ᎡᎵᏊ *ᏯᎴᎾ* ᏕᏣᎸᏫᏍᏓᏁᎲ?,hilâ:yv̋: e:li̋:gwu *hyalě:na* de:jálv:hwísdà:ne:hv̋,When can *you start* working?,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
